name,host_name,neighbourhood,room_type,price,minimum_nights,availability_365
Charming and Convenient 1 BR Apt.,"Roxanne, Manager",28801,Entire home/apt,99,2,154
COZY RIVER ARTS COTTAGE,Alicia,28801,Entire home/apt,100,3,0
Montford Home 1.5 miles to Downtown,Tammy,28801,Entire home/apt,220,3,296
Urban Chic Loft Downtown Asheville,Angela,28801,Entire home/apt,192,2,321
Downtown spacious upscale apartment,Heather,28801,Entire home/apt,110,3,11
"Air Mattress, or Full Size Bed",Roberto,28801,Private room,23,1,324
Blue Bedroom on South Slope,Vista,28801,Private room,85,2,120
Walk Downtown private bath peaceful,David,28801,Private room,95,2,349
The Ballpark House,Diane,28801,Entire home/apt,115,2,259
Birch House Asheville,David,28801,Private room,95,2,10
Artsy Urban Nest-Walk 2Downtown/RAD,Holly,28801,Entire home/apt,179,2,279
Historic Home in Downtown Asheville,Ana,28801,Entire home/apt,250,2,352
New Cozy Garage Apt/ Great Location,Irma,28801,Entire home/apt,125,2,353
Galoob d'Ja Moon Ultimate Hoon Room,A Model Community,28801,Private room,65,2,172
Pineapple Paradise!,A Model Community,28801,Private room,65,2,183
Quaint Cottage. Walk to Everything!,Cicily,28801,Entire home/apt,160,2,331
Beautiful Custom Log Cabin,Chai,28715,Private room,65,1,358
Cozy Mountain Cabin Near Asheville,John,28715,Entire home/apt,108,2,279
Creekside apartment by mount Pisgah,Michael,28715,Entire home/apt,75,2,361
Whistlepig Farm,Anne & Tom,28715,Entire home/apt,175,2,216
New TINY HOUSE with country setting,Fred,28715,Entire home/apt,125,2,346
Private campground on organic farm,Chris,28715,Shared room,16,1,349
Cozy efficiency Apartment,William And Viche',28715,Entire home/apt,60,1,306
Comfy Barn Room on Organic Veg Farm,Chris,28715,Private room,26,1,333
Stone Cottage Garden Homestay TWO,Kathleen,28715,Private room,60,1,292
AVL! Last min bookings are welcome!,Iryna,28715,Private room,49,1,363
Cozy private 2 bd 1 ba apartment,Cheyenne,28715,Private room,50,1,365
"Private, Cozy and Pet Friendly!",Robin,28715,Private room,50,2,135
EcoBunkie in the Mountains - Green,Sacred Mountain,28715,Entire home/apt,44,2,241
EcoBunkie in the Mountains - Red,Sacred Mountain,28715,Entire home/apt,44,2,226
Comfy & Cozy 6 Bed W Asheville Home,Stephen,28715,Entire home/apt,139,2,35
Catwalk Cottage,Rob,28715,Entire home/apt,175,1,343
"ENTIRE HOME Sleeps 7 ""BLUE CABIN 3""",Chai,28715,Entire home/apt,175,2,365
Raven's Nest Candler NC,Daniel,28715,Private room,50,1,365
Stone Cottage Garden Homestay ONE,Kathleen,28715,Private room,55,1,352
Sweet Mountain Home near Asheville,Sam,28715,Private room,55,1,360
Incredible Mt Pisgah View Retreat,Michele,28715,Private room,89,1,362
Organic Farm's Creekside Treehouse,Chris,28715,Private room,29,1,333
private Tiny House in the mountains,Rhodes,28715,Entire home/apt,78,1,341
King Size Bed in a private bedroom,Chai,28715,Private room,55,2,365
"Clean, Comfortable, & Convenient",Peter And Jackie,28715,Entire home/apt,109,2,285
Comfort and Views for Miles,William And Viche',28715,Entire home/apt,99,2,341
Pisgah Creek side apartment,James,28715,Entire home/apt,135,2,345
13 MIN to Downtown - Out on a Limb ,Karen,28715,Private room,89,1,363
Piercy's Place,Stephen,28715,Entire home/apt,140,2,332
"Cabin Min's to Downtn Ashv, Pets OK",Susan,28715,Entire home/apt,200,2,117
A house away from home!,Walker,28704,Entire home/apt,82,1,157
Beautiful  Apt near Asheville,Rita,28704,Entire home/apt,83,3,56
Spacious 2 br with parking,Susan,28704,Private room,65,1,34
Spacious 1 br rental incl parking,Susan,28704,Private room,50,1,355
"King latex bed, no bedbugs!",Rebecca,28704,Private room,100,1,365
South Asheville Peaceful Get-A-Way,Wanda,28704,Private room,75,1,5
Privacy and Comfort near airport,Sue,28704,Private room,100,1,178
Tiny Homestead,Rock,28704,Entire home/apt,50,1,315
"Bright, urban chic apt min from Avl",Elisa,28704,Entire home/apt,115,2,150
Beautiful apartment in Asheville,Jason,28704,Entire home/apt,120,7,363
A Cottage At Willow Pond,Terri,28704,Entire home/apt,219,1,323
Tranquil Home by Downtown Asheville,Kwadwo,28704,Private room,38,1,306
Master bed  by Downtown Asheville,Kwadwo,28704,Private room,40,1,343
Cozy Cabin Near Blue Ridge Parkway,Karl,28704,Entire home/apt,100,2,348
700 sq. ft. Suite Near Downtown,Kwadwo,28704,Entire home/apt,55,1,340
Log Cabin in the mountains/city,Lynda,28704,Entire home/apt,95,2,261
Beautiful Room/Bath Near Asheville,Rita,28704,Private room,50,1,333
Large bedroom & bath-private access,Karen,28704,Private room,80,1,334
"Lake view, Children-Friendly Cabins",Rumi,28704,Private room,245,3,365
"One bedroom, private apartment",Bob,28704,Entire home/apt,115,2,348
Custom Home on 1.5 wooded acres,Melissa,28704,Entire home/apt,350,3,26
Cozy Mstr Guest Suite,Thomas,28704,Private room,80,1,365
Book a stranger check out a friend,Melissa,28704,Private room,45,1,356
Minutes to Asheville/Biltmore Park,Suzy,28704,Private room,69,2,147
Ladyhawk Lodge,Jacqueline,28704,Private room,53,1,365
Mountaintop Log Cabin w/Pano View,Birgit,28704,Entire home/apt,250,3,65
Log Cabin Tiny House,Rock,28704,Entire home/apt,50,1,140
Artistic Suite near Asheville!,Rita,28704,Private room,60,1,332
Come surf on our couch!,Melissa,28704,Shared room,24,1,353
Private Cozy Bedrm in S AVL Home,Amanda,28704,Private room,35,2,0
"Modern, Green Country Farmhouse",Johanna,28732,Entire home/apt,134,2,302
Three Room Retreat,Rich,28732,Entire home/apt,100,2,57
"Cozy home, close to airport",Kelly,28732,Private room,60,1,358
#2- A Single Bdrm in a cozy Ranch ,Denise,28732,Private room,35,1,326
Large Private Guest Room & Bath,R. David,28732,Private room,65,1,361
Cozy Family Home ,Deserae,28732,Entire home/apt,225,2,253
#1- A Single Bdrm in a cozy Ranch,Denise,28732,Private room,35,1,325
Picturesque cane creek valley house,Suzana,28732,Entire home/apt,350,2,365
Quaint room with great energy,Austin,28732,Private room,95,1,361
#3- TWO bedrooms in a cozy Ranch,Denise,28732,Private room,49,1,319
Exquisite S. Asheville Private Home,Eva,28732,Entire home/apt,400,5,363
2 story living room + mountain view,Joseph,28732,Entire home/apt,295,1,343
Treehouse  / A-Frame,Steven,28732,Entire home/apt,140,2,217
Lake front basement apartment w/kit,Gathai,28732,Entire home/apt,75,1,55
Rustic Elegance at Mountain Majesty,Sandi,28732,Entire home/apt,375,2,346
Cozy 3 private bedrms and 2baths,Diane,28732,Private room,75,3,365
Enchanted Country Cottage,Barbara,28732,Private room,55,2,0
Bedroom with queensize bed and bath,Robin,28732,Private room,40,1,83
Guest room on working farm,Gail,28732,Private room,75,2,362
Private Entrance & Incredible View,Danielle,28732,Private room,105,1,365
"Chalet at Winghaven, Sunny Log Home",Jofre & Saskia,28732,Entire home/apt,220,2,236
Graceful Heart Cottage,Grace,28732,Entire home/apt,86,1,305
Lovely Asheville Horse Property,Suzanne,28732,Entire home/apt,125,2,365
Cloud 9 Relaxation-Mountain Views,Janet,28732,Entire home/apt,250,3,239
Finished basement with bedroom,Lee,28732,Private room,250,2,365
